features,accuracy,true_negative,false_positive,false_negative,true_positive,Cost
"['feature_1', 'feature_248', 'feature_342', 'feature_478']",0.798469388,306,60,19,7,1170
"['feature_1', 'feature_248', 'feature_342', 'feature_520']",0.742346939,282,84,17,9,1350
"['feature_1', 'feature_248', 'feature_478', 'feature_520']",0.762755102,288,78,15,11,1230
"['feature_1', 'feature_342', 'feature_478', 'feature_520']",0.757653061,288,78,17,9,1290
"['feature_20', 'feature_34', 'feature_60', 'feature_122']",0.867346939,333,33,19,7,900
"['feature_20', 'feature_34', 'feature_60', 'feature_131']",0.867346939,332,34,18,8,880
"['feature_20', 'feature_34', 'feature_60', 'feature_206']",0.852040816,329,37,21,5,1000
"['feature_20', 'feature_34', 'feature_60', 'feature_248']",0.841836735,324,42,20,6,1020
"['feature_20', 'feature_34', 'feature_60', 'feature_342']",0.846938776,327,39,21,5,1020
"['feature_20', 'feature_34', 'feature_60', 'feature_478']",0.849489796,328,38,21,5,1010
"['feature_20', 'feature_34', 'feature_60', 'feature_520']",0.831632653,321,45,21,5,1080
"['feature_20', 'feature_34', 'feature_122', 'feature_131']",0.854591837,331,35,22,4,1010
"['feature_20', 'feature_34', 'feature_122', 'feature_206']",0.829081633,315,51,16,10,990
"['feature_20', 'feature_34', 'feature_122', 'feature_248']",0.836734694,322,44,20,6,1040
"['feature_20', 'feature_34', 'feature_122', 'feature_342']",0.846938776,323,43,17,9,940
"['feature_20', 'feature_34', 'feature_122', 'feature_478']",0.836734694,321,45,19,7,1020
"['feature_20', 'feature_34', 'feature_122', 'feature_520']",0.831632653,318,48,18,8,1020
"['feature_20', 'feature_34', 'feature_131', 'feature_206']",0.806122449,308,58,18,8,1120
"['feature_20', 'feature_34', 'feature_131', 'feature_248']",0.823979592,318,48,21,5,1110
"['feature_20', 'feature_34', 'feature_131', 'feature_342']",0.831632653,318,48,18,8,1020
"['feature_20', 'feature_34', 'feature_131', 'feature_478']",0.818877551,315,51,20,6,1110
"['feature_20', 'feature_34', 'feature_131', 'feature_520']",0.821428571,316,50,20,6,1100
"['feature_20', 'feature_34', 'feature_206', 'feature_248']",0.846938776,322,44,16,10,920
"['feature_20', 'feature_34', 'feature_206', 'feature_342']",0.829081633,318,48,19,7,1050
"['feature_20', 'feature_34', 'feature_206', 'feature_478']",0.829081633,318,48,19,7,1050
"['feature_20', 'feature_34', 'feature_206', 'feature_520']",0.826530612,315,51,17,9,1020
"['feature_20', 'feature_34', 'feature_248', 'feature_342']",0.841836735,321,45,17,9,960
"['feature_20', 'feature_34', 'feature_248', 'feature_478']",0.846938776,323,43,17,9,940
"['feature_20', 'feature_34', 'feature_248', 'feature_520']",0.801020408,308,58,20,6,1180
"['feature_20', 'feature_34', 'feature_342', 'feature_478']",0.841836735,324,42,20,6,1020
"['feature_20', 'feature_34', 'feature_342', 'feature_520']",0.790816327,301,65,17,9,1160
"['feature_20', 'feature_34', 'feature_478', 'feature_520']",0.836734694,319,47,17,9,980
"['feature_20', 'feature_60', 'feature_122', 'feature_131']",0.846938776,325,41,19,7,980
"['feature_20', 'feature_60', 'feature_122', 'feature_206']",0.831632653,322,44,22,4,1100
"['feature_20', 'feature_60', 'feature_122', 'feature_248']",0.831632653,320,46,20,6,1060
"['feature_20', 'feature_60', 'feature_122', 'feature_342']",0.849489796,327,39,20,6,990
"['feature_20', 'feature_60', 'feature_122', 'feature_478']",0.839285714,325,41,22,4,1070
"['feature_20', 'feature_60', 'feature_122', 'feature_520']",0.795918367,305,61,19,7,1180
"['feature_20', 'feature_60', 'feature_131', 'feature_206']",0.821428571,315,51,19,7,1080
"['feature_20', 'feature_60', 'feature_131', 'feature_248']",0.829081633,319,47,20,6,1070
"['feature_20', 'feature_60', 'feature_131', 'feature_342']",0.836734694,322,44,20,6,1040
"['feature_20', 'feature_60', 'feature_131', 'feature_478']",0.826530612,317,49,19,7,1060
"['feature_20', 'feature_60', 'feature_131', 'feature_520']",0.818877551,314,52,19,7,1090
"['feature_20', 'feature_60', 'feature_206', 'feature_248']",0.831632653,322,44,22,4,1100
"['feature_20', 'feature_60', 'feature_206', 'feature_342']",0.81377551,315,51,22,4,1170
"['feature_20', 'feature_60', 'feature_206', 'feature_478']",0.823979592,318,48,21,5,1110
"['feature_20', 'feature_60', 'feature_206', 'feature_520']",0.798469388,309,57,22,4,1230
"['feature_20', 'feature_60', 'feature_248', 'feature_342']",0.836734694,324,42,22,4,1080
"['feature_20', 'feature_60', 'feature_248', 'feature_478']",0.834183673,321,45,20,6,1050
"['feature_20', 'feature_60', 'feature_248', 'feature_520']",0.783163265,301,65,20,6,1250
"['feature_20', 'feature_60', 'feature_342', 'feature_478']",0.81122449,312,54,20,6,1140
"['feature_20', 'feature_60', 'feature_342', 'feature_520']",0.826530612,317,49,19,7,1060
"['feature_20', 'feature_60', 'feature_478', 'feature_520']",0.795918367,307,59,21,5,1220
"['feature_20', 'feature_122', 'feature_131', 'feature_206']",0.844387755,326,40,21,5,1030
"['feature_20', 'feature_122', 'feature_131', 'feature_248']",0.864795918,332,34,19,7,910
"['feature_20', 'feature_122', 'feature_131', 'feature_342']",0.816326531,313,53,19,7,1100
"['feature_20', 'feature_122', 'feature_131', 'feature_478']",0.826530612,319,47,21,5,1100
"['feature_20', 'feature_122', 'feature_131', 'feature_520']",0.846938776,324,42,18,8,960
"['feature_20', 'feature_122', 'feature_206', 'feature_248']",0.844387755,323,43,18,8,970
"['feature_20', 'feature_122', 'feature_206', 'feature_342']",0.836734694,322,44,20,6,1040
"['feature_20', 'feature_122', 'feature_206', 'feature_478']",0.808673469,310,56,19,7,1130
"['feature_20', 'feature_122', 'feature_206', 'feature_520']",0.81377551,310,56,17,9,1070
"['feature_20', 'feature_122', 'feature_248', 'feature_342']",0.798469388,308,58,21,5,1210
"['feature_20', 'feature_122', 'feature_248', 'feature_478']",0.831632653,319,47,19,7,1040
"['feature_20', 'feature_122', 'feature_248', 'feature_520']",0.826530612,316,50,18,8,1040
"['feature_20', 'feature_122', 'feature_342', 'feature_478']",0.816326531,314,52,20,6,1120
"['feature_20', 'feature_122', 'feature_342', 'feature_520']",0.806122449,308,58,18,8,1120
"['feature_20', 'feature_122', 'feature_478', 'feature_520']",0.806122449,308,58,18,8,1120
"['feature_20', 'feature_131', 'feature_206', 'feature_248']",0.81122449,312,54,20,6,1140
"['feature_20', 'feature_131', 'feature_206', 'feature_342']",0.81377551,315,51,22,4,1170
"['feature_20', 'feature_131', 'feature_206', 'feature_478']",0.829081633,319,47,20,6,1070
"['feature_20', 'feature_131', 'feature_206', 'feature_520']",0.808673469,309,57,18,8,1110
"['feature_20', 'feature_131', 'feature_248', 'feature_342']",0.816326531,314,52,20,6,1120
"['feature_20', 'feature_131', 'feature_248', 'feature_478']",0.831632653,319,47,19,7,1040
"['feature_20', 'feature_131', 'feature_248', 'feature_520']",0.818877551,314,52,19,7,1090
"['feature_20', 'feature_131', 'feature_342', 'feature_478']",0.808673469,311,55,20,6,1150
"['feature_20', 'feature_131', 'feature_342', 'feature_520']",0.801020408,307,59,19,7,1160
"['feature_20', 'feature_131', 'feature_478', 'feature_520']",0.795918367,306,60,20,6,1200
"['feature_20', 'feature_206', 'feature_248', 'feature_342']",0.816326531,310,56,16,10,1040
"['feature_20', 'feature_206', 'feature_248', 'feature_478']",0.836734694,318,48,16,10,960
"['feature_20', 'feature_206', 'feature_248', 'feature_520']",0.775510204,296,70,18,8,1240
"['feature_20', 'feature_206', 'feature_342', 'feature_478']",0.81377551,313,53,20,6,1130
"['feature_20', 'feature_206', 'feature_342', 'feature_520']",0.795918367,304,62,18,8,1160
"['feature_20', 'feature_206', 'feature_478', 'feature_520']",0.788265306,300,66,17,9,1170
"['feature_20', 'feature_248', 'feature_342', 'feature_478']",0.823979592,313,53,16,10,1010
"['feature_20', 'feature_248', 'feature_342', 'feature_520']",0.762755102,290,76,17,9,1270
"['feature_20', 'feature_248', 'feature_478', 'feature_520']",0.778061224,297,69,18,8,1230
"['feature_20', 'feature_342', 'feature_478', 'feature_520']",0.785714286,299,67,17,9,1180
"['feature_34', 'feature_60', 'feature_122', 'feature_131']",0.854591837,327,39,18,8,930
"['feature_34', 'feature_60', 'feature_122', 'feature_206']",0.859693878,331,35,20,6,950
"['feature_34', 'feature_60', 'feature_122', 'feature_248']",0.857142857,331,35,21,5,980
"['feature_34', 'feature_60', 'feature_122', 'feature_342']",0.852040816,328,38,20,6,980
"['feature_34', 'feature_60', 'feature_122', 'feature_478']",0.841836735,325,41,21,5,1040
"['feature_34', 'feature_60', 'feature_122', 'feature_520']",0.841836735,320,46,16,10,940
"['feature_34', 'feature_60', 'feature_131', 'feature_206']",0.801020408,307,59,19,7,1160
"['feature_34', 'feature_60', 'feature_131', 'feature_248']",0.831632653,318,48,18,8,1020
"['feature_34', 'feature_60', 'feature_131', 'feature_342']",0.844387755,322,44,17,9,950
"['feature_34', 'feature_60', 'feature_131', 'feature_478']",0.821428571,313,53,17,9,1040
"['feature_34', 'feature_60', 'feature_131', 'feature_520']",0.839285714,321,45,18,8,990
"['feature_34', 'feature_60', 'feature_206', 'feature_248']",0.801020408,308,58,20,6,1180
"['feature_34', 'feature_60', 'feature_206', 'feature_342']",0.829081633,320,46,21,5,1090
"['feature_34', 'feature_60', 'feature_206', 'feature_478']",0.81122449,313,53,21,5,1160
"['feature_34', 'feature_60', 'feature_206', 'feature_520']",0.818877551,314,52,19,7,1090
"['feature_34', 'feature_60', 'feature_248', 'feature_342']",0.831632653,319,47,19,7,1040
"['feature_34', 'feature_60', 'feature_248', 'feature_478']",0.81377551,313,53,20,6,1130
"['feature_34', 'feature_60', 'feature_248', 'feature_520']",0.801020408,304,62,16,10,1100
"['feature_34', 'feature_60', 'feature_342', 'feature_478']",0.829081633,318,48,19,7,1050
"['feature_34', 'feature_60', 'feature_342', 'feature_520']",0.826530612,316,50,18,8,1040
"['feature_34', 'feature_60', 'feature_478', 'feature_520']",0.823979592,315,51,18,8,1050
"['feature_34', 'feature_122', 'feature_131', 'feature_206']",0.864795918,331,35,18,8,890
"['feature_34', 'feature_122', 'feature_131', 'feature_248']",0.846938776,327,39,21,5,1020
"['feature_34', 'feature_122', 'feature_131', 'feature_342']",0.864795918,330,36,17,9,870
"['feature_34', 'feature_122', 'feature_131', 'feature_478']",0.862244898,331,35,19,7,920
"['feature_34', 'feature_122', 'feature_131', 'feature_520']",0.852040816,325,41,17,9,920
"['feature_34', 'feature_122', 'feature_206', 'feature_248']",0.834183673,316,50,15,11,950
"['feature_34', 'feature_122', 'feature_206', 'feature_342']",0.854591837,327,39,18,8,930
"['feature_34', 'feature_122', 'feature_206', 'feature_478']",0.841836735,324,42,20,6,1020
"['feature_34', 'feature_122', 'feature_206', 'feature_520']",0.841836735,320,46,16,10,940
"['feature_34', 'feature_122', 'feature_248', 'feature_342']",0.829081633,317,49,18,8,1030
"['feature_34', 'feature_122', 'feature_248', 'feature_478']",0.844387755,324,42,19,7,990
"['feature_34', 'feature_122', 'feature_248', 'feature_520']",0.826530612,316,50,18,8,1040
"['feature_34', 'feature_122', 'feature_342', 'feature_478']",0.849489796,327,39,20,6,990
"['feature_34', 'feature_122', 'feature_342', 'feature_520']",0.839285714,318,48,15,11,930
"['feature_34', 'feature_122', 'feature_478', 'feature_520']",0.852040816,324,42,16,10,900
"['feature_34', 'feature_131', 'feature_206', 'feature_248']",0.823979592,314,52,17,9,1030
"['feature_34', 'feature_131', 'feature_206', 'feature_342']",0.816326531,312,54,18,8,1080
"['feature_34', 'feature_131', 'feature_206', 'feature_478']",0.857142857,327,39,17,9,900
"['feature_34', 'feature_131', 'feature_206', 'feature_520']",0.834183673,317,49,16,10,970
"['feature_34', 'feature_131', 'feature_248', 'feature_342']",0.801020408,307,59,19,7,1160
"['feature_34', 'feature_131', 'feature_248', 'feature_478']",0.846938776,322,44,16,10,920
"['feature_34', 'feature_131', 'feature_248', 'feature_520']",0.81122449,311,55,19,7,1120
"['feature_34', 'feature_131', 'feature_342', 'feature_478']",0.849489796,324,42,17,9,930
"['feature_34', 'feature_131', 'feature_342', 'feature_520']",0.81122449,307,59,15,11,1040
"['feature_34', 'feature_131', 'feature_478', 'feature_520']",0.846938776,324,42,18,8,960
"['feature_34', 'feature_206', 'feature_248', 'feature_342']",0.857142857,328,38,18,8,920
"['feature_34', 'feature_206', 'feature_248', 'feature_478']",0.849489796,324,42,17,9,930
"['feature_34', 'feature_206', 'feature_248', 'feature_520']",0.818877551,309,57,14,12,990
"['feature_34', 'feature_206', 'feature_342', 'feature_478']",0.849489796,324,42,17,9,930
"['feature_34', 'feature_206', 'feature_342', 'feature_520']",0.834183673,315,51,14,12,930
"['feature_34', 'feature_206', 'feature_478', 'feature_520']",0.834183673,315,51,14,12,930
"['feature_34', 'feature_248', 'feature_342', 'feature_478']",0.862244898,328,38,16,10,860
"['feature_34', 'feature_248', 'feature_342', 'feature_520']",0.81377551,308,58,15,11,1030
"['feature_34', 'feature_248', 'feature_478', 'feature_520']",0.836734694,316,50,14,12,920
"['feature_34', 'feature_342', 'feature_478', 'feature_520']",0.81377551,308,58,15,11,1030
"['feature_60', 'feature_122', 'feature_131', 'feature_206']",0.836734694,319,47,17,9,980
"['feature_60', 'feature_122', 'feature_131', 'feature_248']",0.821428571,318,48,22,4,1140
"['feature_60', 'feature_122', 'feature_131', 'feature_342']",0.844387755,325,41,20,6,1010
"['feature_60', 'feature_122', 'feature_131', 'feature_478']",0.841836735,321,45,17,9,960
"['feature_60', 'feature_122', 'feature_131', 'feature_520']",0.826530612,317,49,19,7,1060
"['feature_60', 'feature_122', 'feature_206', 'feature_248']",0.854591837,330,36,21,5,990
"['feature_60', 'feature_122', 'feature_206', 'feature_342']",0.839285714,324,42,21,5,1050
"['feature_60', 'feature_122', 'feature_206', 'feature_478']",0.821428571,318,48,22,4,1140
"['feature_60', 'feature_122', 'feature_206', 'feature_520']",0.826530612,317,49,19,7,1060
"['feature_60', 'feature_122', 'feature_248', 'feature_342']",0.846938776,326,40,20,6,1000
"['feature_60', 'feature_122', 'feature_248', 'feature_478']",0.834183673,324,42,23,3,1110
"['feature_60', 'feature_122', 'feature_248', 'feature_520']",0.801020408,303,63,15,11,1080
"['feature_60', 'feature_122', 'feature_342', 'feature_478']",0.821428571,317,49,21,5,1120
"['feature_60', 'feature_122', 'feature_342', 'feature_520']",0.818877551,316,50,21,5,1130
"['feature_60', 'feature_122', 'feature_478', 'feature_520']",0.821428571,318,48,22,4,1140
"['feature_60', 'feature_131', 'feature_206', 'feature_248']",0.81122449,313,53,21,5,1160
"['feature_60', 'feature_131', 'feature_206', 'feature_342']",0.831632653,318,48,18,8,1020
"['feature_60', 'feature_131', 'feature_206', 'feature_478']",0.81122449,310,56,18,8,1100
"['feature_60', 'feature_131', 'feature_206', 'feature_520']",0.816326531,313,53,19,7,1100
"['feature_60', 'feature_131', 'feature_248', 'feature_342']",0.844387755,325,41,20,6,1010
"['feature_60', 'feature_131', 'feature_248', 'feature_478']",0.823979592,317,49,20,6,1090
"['feature_60', 'feature_131', 'feature_248', 'feature_520']",0.778061224,296,70,17,9,1210
"['feature_60', 'feature_131', 'feature_342', 'feature_478']",0.841836735,322,44,18,8,980
"['feature_60', 'feature_131', 'feature_342', 'feature_520']",0.818877551,314,52,19,7,1090
"['feature_60', 'feature_131', 'feature_478', 'feature_520']",0.818877551,315,51,20,6,1110
"['feature_60', 'feature_206', 'feature_248', 'feature_342']",0.823979592,317,49,20,6,1090
"['feature_60', 'feature_206', 'feature_248', 'feature_478']",0.795918367,305,61,19,7,1180
"['feature_60', 'feature_206', 'feature_248', 'feature_520']",0.798469388,307,59,20,6,1190
"['feature_60', 'feature_206', 'feature_342', 'feature_478']",0.785714286,303,63,21,5,1260
"['feature_60', 'feature_206', 'feature_342', 'feature_520']",0.831632653,319,47,19,7,1040
"['feature_60', 'feature_206', 'feature_478', 'feature_520']",0.795918367,306,60,20,6,1200
"['feature_60', 'feature_248', 'feature_342', 'feature_478']",0.834183673,320,46,19,7,1030
"['feature_60', 'feature_248', 'feature_342', 'feature_520']",0.803571429,308,58,19,7,1150
"['feature_60', 'feature_248', 'feature_478', 'feature_520']",0.790816327,304,62,20,6,1220
"['feature_60', 'feature_342', 'feature_478', 'feature_520']",0.816326531,313,53,19,7,1100
"['feature_122', 'feature_131', 'feature_206', 'feature_248']",0.859693878,331,35,20,6,950
"['feature_122', 'feature_131', 'feature_206', 'feature_342']",0.852040816,327,39,19,7,960
"['feature_122', 'feature_131', 'feature_206', 'feature_478']",0.834183673,322,44,21,5,1070
"['feature_122', 'feature_131', 'feature_206', 'feature_520']",0.821428571,313,53,17,9,1040
"['feature_122', 'feature_131', 'feature_248', 'feature_342']",0.831632653,320,46,20,6,1060
"['feature_122', 'feature_131', 'feature_248', 'feature_478']",0.839285714,321,45,18,8,990
"['feature_122', 'feature_131', 'feature_248', 'feature_520']",0.818877551,313,53,18,8,1070
"['feature_122', 'feature_131', 'feature_342', 'feature_478']",0.826530612,318,48,20,6,1080
"['feature_122', 'feature_131', 'feature_342', 'feature_520']",0.831632653,316,50,16,10,980
"['feature_122', 'feature_131', 'feature_478', 'feature_520']",0.829081633,316,50,17,9,1010
"['feature_122', 'feature_206', 'feature_248', 'feature_342']",0.844387755,324,42,19,7,990
"['feature_122', 'feature_206', 'feature_248', 'feature_478']",0.836734694,321,45,19,7,1020
"['feature_122', 'feature_206', 'feature_248', 'feature_520']",0.803571429,305,61,16,10,1090
"['feature_122', 'feature_206', 'feature_342', 'feature_478']",0.816326531,314,52,20,6,1120
"['feature_122', 'feature_206', 'feature_342', 'feature_520']",0.818877551,310,56,15,11,1010
"['feature_122', 'feature_206', 'feature_478', 'feature_520']",0.795918367,300,66,14,12,1080
"['feature_122', 'feature_248', 'feature_342', 'feature_478']",0.831632653,317,49,17,9,1000
"['feature_122', 'feature_248', 'feature_342', 'feature_520']",0.798469388,305,61,18,8,1150
